,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Type,Maturity
122,SPY210917C00391000,2021-03-11 3:16PM EST,391.0,22.72,23.56,23.84,-1.06,-4.46%,2,389,19.78%,C,210917
123,SPY210917C00392000,2021-03-12 4:00PM EST,392.0,23.05,22.93,23.2,-0.86,-3.60%,31,1689,19.64%,C,210917
124,SPY210917C00393000,2021-03-12 4:01PM EST,393.0,22.5,22.32,22.59,-0.64,-2.77%,24,581,19.53%,C,210917
125,SPY210917C00394000,2021-03-12 3:38PM EST,394.0,21.67,21.72,21.98,-0.09,-0.41%,22,275,19.41%,C,210917
126,SPY210917C00395000,2021-03-12 1:46PM EST,395.0,21.1,21.12,21.37,-0.22,-1.03%,157,11406,19.29%,C,210917
127,SPY210917C00396000,2021-03-12 3:54PM EST,396.0,20.39,20.53,20.78,0.04,+0.20%,22,179,19.18%,C,210917
128,SPY210917C00397000,2021-03-12 3:51PM EST,397.0,19.84,19.96,20.21,-0.68,-3.31%,36,476,19.07%,C,210917
129,SPY210917C00398000,2021-03-12 3:50PM EST,398.0,19.47,19.39,19.63,-0.51,-2.55%,28,59,18.96%,C,210917
130,SPY210917C00399000,2021-03-12 3:59PM EST,399.0,18.88,18.83,19.07,4.45,+30.84%,22,26,18.85%,C,210917
131,SPY210917C00400000,2021-03-12 3:54PM EST,400.0,18.32,18.28,18.51,0.12,+0.66%,70,5886,18.74%,C,210917
132,SPY210917C00401000,2021-03-12 10:21AM EST,401.0,17.12,17.73,17.96,-1.74,-9.23%,1,284,18.63%,C,210917
133,SPY210917C00402000,2021-03-12 3:41PM EST,402.0,17.28,17.2,17.42,0.07,+0.41%,438,482,18.52%,C,210917
134,SPY210917C00403000,2021-03-11 1:30PM EST,403.0,17.44,16.68,16.9,0.0,-,4,286,18.42%,C,210917
135,SPY210917C00404000,2021-02-25 4:13PM EST,404.0,13.95,16.17,16.37,0.0,-,25,293,18.31%,C,210917
136,SPY210917C00405000,2021-03-12 3:56PM EST,405.0,15.65,15.67,15.86,-0.68,-4.16%,49,3544,18.21%,C,210917
137,SPY210917C00406000,2021-03-11 3:25PM EST,406.0,14.71,15.18,15.36,-0.63,-4.11%,1,228,18.11%,C,210917
138,SPY210917C00407000,2021-02-16 9:40AM EST,407.0,16.93,14.7,14.88,0.0,-,3,115,18.02%,C,210917
139,SPY210917C00408000,2021-03-08 3:50PM EST,408.0,10.31,14.22,14.41,0.0,-,9,26,17.93%,C,210917
140,SPY210917C00409000,2021-02-04 3:54PM EST,409.0,12.37,9.24,11.05,0.0,-,28,32,15.20%,C,210917
141,SPY210917C00410000,2021-03-12 3:00PM EST,410.0,13.06,13.31,13.49,-0.08,-0.61%,21,5453,17.75%,C,210917
142,SPY210917C00411000,2021-03-01 2:35PM EST,411.0,12.31,12.87,13.04,0.0,-,8,22,17.66%,C,210917
143,SPY210917C00412000,2021-03-11 3:47PM EST,412.0,12.44,12.43,12.6,0.0,-,21,594,17.57%,C,210917
144,SPY210917C00413000,2021-03-04 3:19PM EST,413.0,12.62,12.01,12.18,0.0,-,1,177,17.50%,C,210917
145,SPY210917C00414000,2021-03-11 1:07PM EST,414.0,12.5,11.59,11.76,0.0,-,16,94,17.41%,C,210917
146,SPY210917C00415000,2021-03-11 2:26PM EST,415.0,11.83,11.19,11.35,0.0,-,45,1942,17.33%,C,210917
147,SPY210917C00416000,2021-03-11 3:04PM EST,416.0,10.97,10.8,10.96,0.0,-,8,1287,17.25%,C,210917
148,SPY210917C00417000,2021-03-05 2:30PM EST,417.0,7.12,10.42,10.58,0.0,-,4,710,17.18%,C,210917
149,SPY210917C00418000,2021-02-11 12:48PM EST,418.0,10.72,10.04,10.2,0.0,-,10,11,17.10%,C,210917
150,SPY210917C00419000,2021-03-11 11:13AM EST,419.0,10.15,9.68,9.84,0.0,-,1,2,17.04%,C,210917
151,SPY210917C00420000,2021-03-12 3:33PM EST,420.0,9.18,9.32,9.49,-0.19,-2.03%,60,18599,16.97%,C,210917
152,SPY210917C00421000,2021-03-03 3:52PM EST,421.0,6.5,8.99,9.14,0.0,-,591,780,16.90%,C,210917
153,SPY210917C00422000,2021-03-04 3:19PM EST,422.0,4.92,8.65,8.81,0.0,-,1,74,16.84%,C,210917
154,SPY210917C00423000,2021-03-03 1:58PM EST,423.0,6.31,8.33,8.48,0.0,-,736,1183,16.77%,C,210917
155,SPY210917C00424000,2021-03-05 3:36PM EST,424.0,5.6,8.02,8.17,0.0,-,1,1318,16.71%,C,210917
156,SPY210917C00425000,2021-03-12 1:45PM EST,425.0,7.51,7.72,7.86,-0.17,-2.21%,35,3683,16.65%,C,210917
157,SPY210917C00426000,2021-03-10 2:19PM EST,426.0,6.5,7.42,7.56,0.0,-,36,231,16.59%,C,210917
158,SPY210917C00427000,2021-03-12 3:36PM EST,427.0,7.1,7.13,7.28,-0.03,-0.42%,2,86,16.54%,C,210917
159,SPY210917C00430000,2021-03-11 4:00PM EST,430.0,6.26,6.34,6.48,-0.04,-0.63%,26,3218,16.39%,C,210917
160,SPY210917C00435000,2021-03-12 4:00PM EST,435.0,5.33,5.19,5.31,0.06,+1.14%,3,4678,16.18%,C,210917
161,SPY210917C00440000,2021-03-12 3:13PM EST,440.0,4.26,4.23,4.35,-0.16,-3.62%,4,2521,16.03%,C,210917
162,SPY210917C00445000,2021-03-11 12:20PM EST,445.0,3.76,3.44,3.56,0.0,-,2,335,15.93%,C,210917
163,SPY210917C00450000,2021-03-12 2:47PM EST,450.0,2.77,2.8,2.91,-0.02,-0.72%,266,11757,15.87%,C,210917
164,SPY210917C00455000,2021-03-12 10:47AM EST,455.0,2.16,2.28,2.37,-0.13,-5.68%,81,1666,15.82%,C,210917
165,SPY210917C00460000,2021-03-11 2:47PM EST,460.0,1.97,1.84,1.94,0.0,-,1,2183,15.82%,C,210917
166,SPY210917C00465000,2021-03-11 3:06PM EST,465.0,1.56,1.5,1.57,0.0,-,17,1740,15.79%,C,210917
167,SPY210917C00470000,2021-03-11 12:53PM EST,470.0,1.19,1.22,1.28,-0.13,-9.85%,1,587,15.80%,C,210917
168,SPY210917C00475000,2021-03-12 2:35PM EST,475.0,0.96,0.98,1.05,-0.08,-7.69%,1,2671,15.86%,C,210917
169,SPY210917C00480000,2021-03-12 3:49PM EST,480.0,0.83,0.79,0.86,0.01,+1.22%,5,2746,15.91%,C,210917
170,SPY210917C00485000,2021-03-09 3:48PM EST,485.0,0.53,0.64,0.71,0.0,-,4,217,15.99%,C,210917
171,SPY210917C00490000,2021-03-11 9:37AM EST,490.0,0.57,0.55,0.59,0.0,-,14,294,16.09%,C,210917
172,SPY210917C00495000,2021-03-04 3:49PM EST,495.0,0.42,0.42,0.49,0.0,-,22,550,16.20%,C,210917
173,SPY210917C00500000,2021-03-12 4:03PM EST,500.0,0.41,0.34,0.41,0.04,+10.81%,110,5574,16.31%,C,210917
174,SPY210917C00505000,2021-03-11 12:51PM EST,505.0,0.28,0.28,0.34,-0.06,-17.65%,1,612,16.41%,C,210917
175,SPY210917C00510000,2021-03-03 9:31AM EST,510.0,0.24,0.23,0.3,0.0,-,1,215,16.65%,C,210917
176,SPY210917C00515000,2021-03-01 11:48AM EST,515.0,0.21,0.19,0.26,0.0,-,1,468,16.85%,C,210917
177,SPY210917C00520000,2021-03-04 1:54PM EST,520.0,0.1,0.16,0.22,0.0,-,300,238,16.97%,C,210917
178,SPY210917C00525000,2021-03-05 2:09PM EST,525.0,0.12,0.13,0.19,0.0,-,1,229,17.14%,C,210917
179,SPY210917C00530000,2021-03-09 10:26AM EST,530.0,0.11,0.11,0.17,0.0,-,1,526,17.38%,C,210917
180,SPY210917C00535000,2021-03-09 10:25AM EST,535.0,0.11,0.1,0.15,0.0,-,2,304,17.58%,C,210917
181,SPY210917C00540000,2021-03-08 2:42PM EST,540.0,0.1,0.09,0.13,0.0,-,1,285,17.73%,C,210917
182,SPY210917C00545000,2021-03-04 1:35PM EST,545.0,0.1,0.08,0.11,0.0,-,10,315,17.85%,C,210917
183,SPY210917C00550000,2021-03-11 10:59AM EST,550.0,0.08,0.08,0.1,0.0,-,89,1057,18.07%,C,210917
184,SPY210917C00555000,2021-03-11 1:49PM EST,555.0,0.07,0.07,0.09,0.0,-,1,255,18.31%,C,210917
185,SPY210917C00560000,2021-03-11 4:05PM EST,560.0,0.09,0.06,0.09,0.0,-,12,261,18.70%,C,210917
186,SPY210917C00565000,2021-03-04 1:10PM EST,565.0,0.03,0.06,0.09,0.0,-,3,165,19.14%,C,210917
187,SPY210917C00570000,2021-03-09 11:04AM EST,570.0,0.05,0.05,0.08,0.0,-,2,308,19.29%,C,210917
188,SPY210917C00575000,2021-03-09 12:13PM EST,575.0,0.05,0.05,0.07,0.0,-,1,772,19.43%,C,210917
189,SPY210917C00580000,2021-03-05 1:00PM EST,580.0,0.05,0.05,0.07,0.0,-,1,24,19.83%,C,210917
190,SPY210917C00585000,2021-03-12 1:23PM EST,585.0,0.05,0.04,0.07,0.0,-,10,29,20.22%,C,210917
0,SPY210917P00115000,2021-03-11 3:54PM EST,115.0,0.28,0.25,0.28,0.01,+3.70%,1,888,70.56%,P,210917
1,SPY210917P00120000,2021-03-08 12:15PM EST,120.0,0.35,0.26,0.31,0.0,-,2,989,68.85%,P,210917
2,SPY210917P00125000,2021-03-12 3:56PM EST,125.0,0.34,0.29,0.34,-0.01,-2.86%,41,809,67.38%,P,210917
3,SPY210917P00130000,2021-03-12 11:43AM EST,130.0,0.35,0.32,0.37,-0.07,-16.67%,1,226,65.97%,P,210917
4,SPY210917P00135000,2021-03-11 2:31PM EST,135.0,0.4,0.36,0.41,0.0,-,6,768,64.75%,P,210917
5,SPY210917P00140000,2021-03-05 10:44AM EST,140.0,0.45,0.4,0.44,0.0,-,20,597,63.38%,P,210917
6,SPY210917P00145000,2021-03-11 2:31PM EST,145.0,0.47,0.44,0.48,0.0,-,6,727,62.11%,P,210917
7,SPY210917P00150000,2021-03-11 2:43PM EST,150.0,0.53,0.48,0.53,0.01,+1.92%,10,2216,60.89%,P,210917
8,SPY210917P00155000,2021-02-25 12:23PM EST,155.0,0.61,0.53,0.57,0.0,-,1,131,59.67%,P,210917
9,SPY210917P00160000,2021-02-24 12:27PM EST,160.0,0.78,0.58,0.62,0.0,-,2,512,58.52%,P,210917
10,SPY210917P00165000,2021-03-11 11:31AM EST,165.0,0.67,0.64,0.68,0.0,-,100,207,57.45%,P,210917
11,SPY210917P00170000,2021-03-09 3:47PM EST,170.0,0.75,0.7,0.73,0.0,-,20,2059,56.30%,P,210917
12,SPY210917P00175000,2021-03-10 9:30AM EST,175.0,0.81,0.76,0.79,0.0,-,1,367,55.20%,P,210917
13,SPY210917P00180000,2021-03-08 1:40PM EST,180.0,1.0,0.82,0.86,0.0,-,2,1011,54.13%,P,210917
14,SPY210917P00185000,2021-03-10 3:11PM EST,185.0,1.02,0.89,0.94,0.0,-,1,920,53.13%,P,210917
15,SPY210917P00190000,2021-03-09 1:57PM EST,190.0,1.02,1.0,1.01,-0.06,-5.56%,10,5186,52.21%,P,210917
16,SPY210917P00195000,2021-03-01 10:33AM EST,195.0,1.32,1.05,1.09,0.0,-,1,94,51.07%,P,210917
17,SPY210917P00200000,2021-03-11 3:52PM EST,200.0,1.18,1.13,1.18,0.0,-,105,1666,50.06%,P,210917
18,SPY210917P00205000,2021-03-02 10:45AM EST,205.0,1.53,1.22,1.27,0.0,-,1,463,49.24%,P,210917
19,SPY210917P00210000,2021-03-12 11:44AM EST,210.0,1.4,1.32,1.38,-0.1,-6.67%,721,506,48.35%,P,210917
20,SPY210917P00215000,2021-03-11 3:03PM EST,215.0,1.5,1.43,1.48,0.0,-,6,347,47.36%,P,210917
21,SPY210917P00220000,2021-03-11 3:03PM EST,220.0,1.6,1.54,1.6,0.0,-,306,1737,46.46%,P,210917
22,SPY210917P00225000,2021-03-11 1:12PM EST,225.0,1.72,1.67,1.73,0.0,-,104,783,45.58%,P,210917
23,SPY210917P00230000,2021-03-12 11:34AM EST,230.0,1.94,1.8,1.86,-0.07,-3.48%,13,2269,44.67%,P,210917
24,SPY210917P00235000,2021-03-12 11:56AM EST,235.0,2.09,1.95,2.0,0.07,+3.47%,1,5766,43.76%,P,210917
25,SPY210917P00240000,2021-03-12 11:56AM EST,240.0,2.17,2.1,2.17,-0.02,-0.91%,7502,2599,42.97%,P,210917
26,SPY210917P00245000,2021-03-08 1:53PM EST,245.0,2.39,2.27,2.33,0.0,-,1,6817,42.08%,P,210917
27,SPY210917P00250000,2021-03-11 3:40PM EST,250.0,2.56,2.46,2.52,0.0,-,34,11148,41.28%,P,210917
28,SPY210917P00255000,2021-03-12 4:11PM EST,255.0,2.7,2.66,2.72,-0.06,-2.17%,4,1473,40.48%,P,210917
29,SPY210917P00260000,2021-03-11 11:23AM EST,260.0,2.97,2.88,2.93,0.0,-,24,1349,39.67%,P,210917
30,SPY210917P00265000,2021-03-10 3:11PM EST,265.0,3.49,3.11,3.18,0.0,-,8,5347,38.93%,P,210917
31,SPY210917P00270000,2021-03-12 11:36AM EST,270.0,3.67,3.37,3.44,0.09,+2.51%,2,8936,38.18%,P,210917
32,SPY210917P00275000,2021-03-10 10:35AM EST,275.0,3.83,3.64,3.71,-0.28,-6.81%,1,4763,37.42%,P,210917
33,SPY210917P00280000,2021-03-12 1:37PM EST,280.0,4.02,3.94,4.01,-0.11,-2.66%,31,5059,36.68%,P,210917
34,SPY210917P00285000,2021-03-12 11:44AM EST,285.0,4.56,4.26,4.34,0.14,+3.17%,225,1543,35.96%,P,210917
35,SPY210917P00290000,2021-03-11 2:33PM EST,290.0,4.98,4.61,4.69,0.28,+5.96%,1,3653,35.24%,P,210917
36,SPY210917P00295000,2021-03-12 11:56AM EST,295.0,5.13,4.98,5.07,0.11,+2.19%,8,1993,34.52%,P,210917
37,SPY210917P00298000,2021-03-11 12:04PM EST,298.0,5.36,5.22,5.31,0.0,-,6,78,34.09%,P,210917
38,SPY210917P00299000,2021-03-01 3:33PM EST,299.0,6.53,5.3,5.4,0.0,-,4,231,33.97%,P,210917
39,SPY210917P00300000,2021-03-12 3:26PM EST,300.0,5.52,5.39,5.48,-0.02,-0.36%,5,6067,33.81%,P,210917
40,SPY210917P00301000,2021-03-04 3:18PM EST,301.0,8.84,5.47,5.57,0.0,-,4,4053,33.68%,P,210917
41,SPY210917P00302000,2021-03-12 3:01PM EST,302.0,5.76,5.56,5.66,0.01,+0.17%,90,2234,33.55%,P,210917
42,SPY210917P00303000,2021-03-04 1:55PM EST,303.0,9.78,5.65,5.75,0.0,-,4,3078,33.41%,P,210917
43,SPY210917P00304000,2021-03-12 11:24AM EST,304.0,6.2,5.74,5.84,-3.05,-32.97%,5,4733,33.27%,P,210917
44,SPY210917P00305000,2021-03-12 4:11PM EST,305.0,5.83,5.83,5.93,-0.18,-3.00%,1,9709,33.13%,P,210917
45,SPY210917P00306000,2021-03-09 3:55PM EST,306.0,6.95,5.92,6.02,0.0,-,5,656,32.98%,P,210917
46,SPY210917P00307000,2021-03-09 1:46PM EST,307.0,6.74,6.02,6.12,0.0,-,450,1086,32.85%,P,210917
47,SPY210917P00308000,2021-03-10 10:34AM EST,308.0,6.87,6.11,6.22,0.0,-,450,542,32.72%,P,210917
48,SPY210917P00309000,2021-03-10 11:56AM EST,309.0,6.85,6.21,6.32,0.0,-,970,2041,32.59%,P,210917
49,SPY210917P00310000,2021-03-12 4:11PM EST,310.0,6.33,6.31,6.42,-0.38,-5.66%,8,7525,32.45%,P,210917
50,SPY210917P00311000,2021-03-11 3:03PM EST,311.0,6.64,6.42,6.52,0.0,-,1394,2132,32.31%,P,210917
51,SPY210917P00312000,2021-03-12 3:44PM EST,312.0,6.62,6.52,6.62,-0.1,-1.49%,545,3630,32.17%,P,210917
52,SPY210917P00313000,2021-03-11 2:06PM EST,313.0,6.75,6.63,6.73,0.0,-,1345,1455,32.04%,P,210917
53,SPY210917P00314000,2021-03-12 2:56PM EST,314.0,6.91,6.73,6.84,0.08,+1.17%,477,1090,31.91%,P,210917
54,SPY210917P00315000,2021-03-10 2:58PM EST,315.0,7.47,6.84,6.94,0.24,+3.32%,1,3116,31.76%,P,210917
55,SPY210917P00316000,2021-03-11 1:06PM EST,316.0,7.02,6.95,7.05,0.0,-,423,723,31.63%,P,210917
56,SPY210917P00317000,2021-03-05 3:40PM EST,317.0,7.88,7.06,7.16,0.0,-,2,2206,31.49%,P,210917
57,SPY210917P00318000,2021-02-25 3:21PM EST,318.0,11.29,7.18,7.29,0.0,-,10,512,31.38%,P,210917
58,SPY210917P00319000,2021-03-08 9:32AM EST,319.0,9.5,7.3,7.39,0.0,-,494,655,31.22%,P,210917
59,SPY210917P00320000,2021-03-12 1:37PM EST,320.0,7.43,7.41,7.52,-0.12,-1.59%,36,14041,31.11%,P,210917
60,SPY210917P00321000,2021-03-12 1:37PM EST,321.0,7.81,7.53,7.64,-3.41,-30.39%,5,198,30.97%,P,210917
61,SPY210917P00322000,2021-02-25 1:18PM EST,322.0,7.93,7.65,7.76,-0.6,-7.03%,3,897,30.84%,P,210917
62,SPY210917P00323000,2021-03-12 1:34PM EST,323.0,8.02,7.78,7.88,-0.59,-6.85%,10,759,30.70%,P,210917
63,SPY210917P00324000,2021-03-05 3:36PM EST,324.0,8.55,7.9,8.01,-1.63,-16.01%,4,241,30.57%,P,210917
64,SPY210917P00325000,2021-03-12 1:34PM EST,325.0,8.31,8.03,8.13,-0.16,-1.89%,8,18214,30.43%,P,210917
65,SPY210917P00326000,2021-03-05 9:56AM EST,326.0,12.61,8.16,8.26,0.0,-,25,245,30.30%,P,210917
66,SPY210917P00327000,2021-02-25 2:00PM EST,327.0,12.38,8.29,8.39,0.0,-,6,103,30.16%,P,210917
67,SPY210917P00328000,2021-03-08 12:41PM EST,328.0,9.44,8.42,8.52,0.0,-,3,934,30.03%,P,210917
68,SPY210917P00329000,2021-02-23 2:33PM EST,329.0,12.23,8.55,8.67,0.0,-,16,406,29.91%,P,210917
69,SPY210917P00330000,2021-03-12 3:31PM EST,330.0,8.84,8.69,8.8,0.02,+0.23%,1269,2912,29.77%,P,210917
70,SPY210917P00331000,2021-03-10 10:18AM EST,331.0,9.7,8.82,8.93,0.0,-,1,800,29.62%,P,210917
71,SPY210917P00332000,2021-03-03 3:52PM EST,332.0,12.35,8.96,9.07,0.0,-,3,201,29.49%,P,210917
72,SPY210917P00333000,2021-03-09 10:01AM EST,333.0,10.5,9.1,9.22,0.0,-,1,534,29.36%,P,210917
73,SPY210917P00334000,2021-02-25 1:06PM EST,334.0,13.89,9.25,9.36,0.0,-,65,211,29.22%,P,210917
74,SPY210917P00335000,2021-03-11 10:31AM EST,335.0,9.85,9.4,9.51,0.0,-,20,5448,29.10%,P,210917
75,SPY210917P00336000,2021-03-04 2:15PM EST,336.0,15.39,9.55,9.66,0.0,-,10,126,28.96%,P,210917
76,SPY210917P00337000,2021-03-03 11:16AM EST,337.0,12.74,9.7,9.82,0.0,-,2,1412,28.84%,P,210917
77,SPY210917P00338000,2021-03-03 11:08AM EST,338.0,12.88,9.85,9.98,0.0,-,2,4449,28.71%,P,210917
78,SPY210917P00339000,2021-03-05 10:39AM EST,339.0,15.4,10.01,10.13,0.0,-,2,280,28.57%,P,210917
79,SPY210917P00340000,2021-03-12 3:51PM EST,340.0,10.35,10.17,10.29,-0.13,-1.24%,70,3013,28.44%,P,210917
80,SPY210917P00341000,2021-03-03 3:36PM EST,341.0,14.18,10.33,10.45,0.0,-,5,1600,28.30%,P,210917
81,SPY210917P00342000,2021-03-11 3:04PM EST,342.0,10.69,10.49,10.62,0.0,-,8,250,28.18%,P,210917
82,SPY210917P00343000,2021-03-08 3:50PM EST,343.0,13.6,10.66,10.78,0.0,-,9,186,28.03%,P,210917
83,SPY210917P00344000,2021-03-09 3:56PM EST,344.0,12.7,10.83,10.95,0.0,-,2,2826,27.90%,P,210917
84,SPY210917P00345000,2021-03-12 9:56AM EST,345.0,11.55,11.0,11.13,0.2,+1.76%,5,1854,27.78%,P,210917
85,SPY210917P00346000,2021-03-09 2:39PM EST,346.0,12.43,11.17,11.3,0.0,-,1,150,27.64%,P,210917
86,SPY210917P00347000,2021-03-10 11:35AM EST,347.0,12.56,11.35,11.48,0.0,-,1,91,27.51%,P,210917
87,SPY210917P00348000,2021-03-09 3:56PM EST,348.0,13.51,11.53,11.66,0.0,-,2,630,27.37%,P,210917
88,SPY210917P00349000,2021-03-05 3:34PM EST,349.0,14.95,11.71,11.85,0.0,-,751,767,27.25%,P,210917
89,SPY210917P00350000,2021-03-12 2:35PM EST,350.0,12.32,11.9,12.03,0.18,+1.48%,3068,65312,27.11%,P,210917
90,SPY210917P00351000,2021-03-05 10:04AM EST,351.0,13.37,12.09,12.23,0.0,-,3,44,26.99%,P,210917
91,SPY210917P00352000,2021-03-10 11:37AM EST,352.0,13.58,12.28,12.42,0.0,-,2,91,26.85%,P,210917
92,SPY210917P00353000,2021-03-11 2:25PM EST,353.0,12.55,12.48,12.62,0.0,-,50,182,26.73%,P,210917
93,SPY210917P00354000,2021-03-12 11:22AM EST,354.0,13.49,12.68,12.82,-1.33,-8.97%,4,1573,26.60%,P,210917
94,SPY210917P00355000,2021-03-12 3:53PM EST,355.0,13.09,12.88,13.02,0.1,+0.77%,16,8729,26.46%,P,210917
95,SPY210917P00356000,2021-03-08 12:49PM EST,356.0,13.45,13.08,13.23,0.0,-,1,374,26.33%,P,210917
96,SPY210917P00357000,2021-03-05 1:37PM EST,357.0,17.87,13.29,13.43,0.0,-,10,591,26.19%,P,210917
97,SPY210917P00358000,2021-03-08 9:36AM EST,358.0,17.38,13.5,13.64,0.0,-,64,135,26.06%,P,210917
98,SPY210917P00359000,2021-03-05 1:06PM EST,359.0,19.37,13.71,13.86,0.0,-,4,142,25.93%,P,210917
99,SPY210917P00360000,2021-03-12 10:10AM EST,360.0,14.7,13.93,14.07,0.43,+3.01%,4,17326,25.79%,P,210917
100,SPY210917P00361000,2021-03-05 1:16PM EST,361.0,19.49,14.15,14.29,0.0,-,8,94,25.66%,P,210917
101,SPY210917P00362000,2021-03-05 1:16PM EST,362.0,19.78,14.37,14.52,0.0,-,3,273,25.53%,P,210917
102,SPY210917P00363000,2021-03-05 1:16PM EST,363.0,15.98,14.6,14.75,0.0,-,1,1995,25.40%,P,210917
103,SPY210917P00364000,2021-03-11 12:12PM EST,364.0,14.94,14.83,14.98,0.0,-,1,579,25.26%,P,210917
104,SPY210917P00365000,2021-03-12 11:33AM EST,365.0,15.97,15.07,15.22,0.69,+4.52%,1,2123,25.14%,P,210917
105,SPY210917P00366000,2021-03-08 9:34AM EST,366.0,19.44,15.31,15.46,0.0,-,392,979,25.00%,P,210917
106,SPY210917P00367000,2021-03-04 1:52PM EST,367.0,25.0,15.55,15.7,0.0,-,5,114,24.87%,P,210917
107,SPY210917P00368000,2021-03-08 1:38PM EST,368.0,18.6,15.8,15.96,0.0,-,109,313,24.75%,P,210917
108,SPY210917P00369000,2021-03-11 1:03PM EST,369.0,16.1,16.05,16.21,0.0,-,1,347,24.61%,P,210917
109,SPY210917P00370000,2021-03-12 2:30PM EST,370.0,16.79,16.31,16.47,0.34,+2.07%,104,5063,24.48%,P,210917
110,SPY210917P00371000,2021-03-03 3:14PM EST,371.0,16.68,16.57,16.74,0.0,-,2,594,24.36%,P,210917
111,SPY210917P00372000,2021-03-12 2:30PM EST,372.0,17.29,16.84,17.0,-0.09,-0.52%,2,1271,24.22%,P,210917
112,SPY210917P00373000,2021-03-12 2:13PM EST,373.0,17.6,17.11,17.27,-1.48,-7.76%,7,1498,24.09%,P,210917
113,SPY210917P00374000,2021-03-09 1:57PM EST,374.0,17.51,17.38,17.55,0.0,-,3,183,23.97%,P,210917
114,SPY210917P00375000,2021-03-12 2:05PM EST,375.0,18.23,17.66,17.83,0.09,+0.50%,63,1633,23.84%,P,210917
115,SPY210917P00376000,2021-03-08 10:15AM EST,376.0,19.45,17.94,18.11,0.0,-,1,717,23.70%,P,210917
116,SPY210917P00377000,2021-03-10 1:03PM EST,377.0,20.18,18.22,18.4,0.0,-,4,727,23.57%,P,210917
117,SPY210917P00378000,2021-03-08 9:48AM EST,378.0,22.54,18.52,18.7,0.0,-,45,1698,23.45%,P,210917
118,SPY210917P00379000,2021-03-08 9:32AM EST,379.0,20.91,18.82,19.0,0.0,-,2,1659,23.32%,P,210917
119,SPY210917P00380000,2021-03-12 3:48PM EST,380.0,19.36,19.13,19.32,0.07,+0.36%,193,5174,23.21%,P,210917
120,SPY210917P00381000,2021-03-10 1:02PM EST,381.0,20.53,19.44,19.63,-1.05,-4.87%,10,112,23.08%,P,210917
121,SPY210917P00382000,2021-03-11 2:35PM EST,382.0,19.89,19.76,19.95,0.0,-,1,1140,22.95%,P,210917
122,SPY210917P00383000,2021-03-12 3:31PM EST,383.0,20.35,20.09,20.28,-2.98,-12.77%,6,1009,22.83%,P,210917
123,SPY210917P00384000,2021-03-12 3:18PM EST,384.0,20.65,20.42,20.62,0.12,+0.58%,14,1440,22.72%,P,210917
124,SPY210917P00385000,2021-03-12 3:47PM EST,385.0,21.04,20.76,20.96,0.07,+0.33%,49,938,22.60%,P,210917
125,SPY210917P00386000,2021-03-08 3:50PM EST,386.0,26.21,21.1,21.3,0.0,-,10,542,22.47%,P,210917
126,SPY210917P00387000,2021-03-12 3:18PM EST,387.0,21.95,21.45,21.66,0.33,+1.53%,8,2608,22.36%,P,210917
127,SPY210917P00388000,2021-03-12 3:18PM EST,388.0,22.32,21.81,22.01,0.38,+1.73%,17,679,22.24%,P,210917
128,SPY210917P00389000,2021-03-12 3:36PM EST,389.0,22.42,22.16,22.38,-0.24,-1.06%,12,669,22.12%,P,210917
129,SPY210917P00390000,2021-03-12 3:36PM EST,390.0,22.78,22.54,22.75,-0.3,-1.30%,30,2465,22.00%,P,210917
130,SPY210917P00391000,2021-03-03 10:20AM EST,391.0,28.91,22.92,23.13,0.0,-,2,295,21.89%,P,210917
131,SPY210917P00392000,2021-03-12 3:00PM EST,392.0,23.87,23.3,23.52,-0.18,-0.75%,22,4859,21.78%,P,210917
132,SPY210917P00393000,2021-03-12 10:38AM EST,393.0,23.9,23.69,23.92,-0.24,-0.99%,3,1027,21.67%,P,210917
133,SPY210917P00394000,2021-03-12 3:18PM EST,394.0,24.45,24.08,24.32,0.45,+1.88%,21,2362,21.56%,P,210917
134,SPY210917P00395000,2021-03-12 3:42PM EST,395.0,24.8,24.49,24.74,-0.36,-1.43%,9,8226,21.46%,P,210917
135,SPY210917P00396000,2021-03-12 3:32PM EST,396.0,25.33,24.91,25.16,0.37,+1.48%,21,1004,21.35%,P,210917
136,SPY210917P00397000,2021-03-03 3:50PM EST,397.0,32.51,25.33,25.59,0.0,-,1,4,21.25%,P,210917
137,SPY210917P00398000,2021-02-16 12:13PM EST,398.0,29.79,25.76,26.03,0.0,-,-,1,21.15%,P,210917
138,SPY210917P00399000,2021-03-09 3:37PM EST,399.0,29.56,26.22,26.48,0.0,-,1,1,21.05%,P,210917
139,SPY210917P00400000,2021-03-12 3:10PM EST,400.0,27.4,26.67,26.94,0.55,+2.05%,10,330,20.96%,P,210917
140,SPY210917P00401000,2021-03-09 10:03AM EST,401.0,30.54,27.13,27.4,0.0,-,10,0,20.86%,P,210917
141,SPY210917P00402000,2021-02-18 10:47AM EST,402.0,33.5,27.6,27.88,0.0,-,-,1,20.77%,P,210917
142,SPY210917P00403000,2021-02-24 1:02PM EST,403.0,31.79,28.07,28.37,0.0,-,-,1,20.69%,P,210917
143,SPY210917P00405000,2021-03-05 11:55AM EST,405.0,29.34,29.07,29.38,0.0,-,2,49,20.53%,P,210917
