,Contract Name,Last Trade Date,Strike,Last Price,Bid,Ask,Change,% Change,Volume,Open Interest,Implied Volatility,Maturity,Type,Mid
54,SPY211217P00279000,2021-02-24 2:22PM EDT,279.0,7.54,5.98,6.15,0.0,-,5,345,34.36%,2021-12-17,P,6.065
55,SPY211217P00280000,2021-03-12 3:44PM EDT,280.0,6.31,6.07,6.24,0.01,+0.16%,5,19314,34.24%,2021-12-17,P,6.155
56,SPY211217P00281000,2021-02-05 3:00PM EDT,281.0,8.32,6.74,8.43,0.0,-,49,503,37.41%,2021-12-17,P,7.585
57,SPY211217P00282000,2021-03-11 1:44PM EDT,282.0,6.47,6.25,6.43,0.0,-,5,468,34.02%,2021-12-17,P,6.34
58,SPY211217P00283000,2021-03-10 4:36PM EDT,283.0,6.61,6.35,6.52,0.0,-,1,351,33.90%,2021-12-17,P,6.435
59,SPY211217P00284000,2021-03-08 2:02PM EDT,284.0,7.35,6.44,6.62,0.0,-,3,345,33.79%,2021-12-17,P,6.53
60,SPY211217P00285000,2021-03-11 4:11PM EDT,285.0,6.82,6.54,6.72,0.0,-,2,4037,33.68%,2021-12-17,P,6.63
61,SPY211217P00286000,2021-03-03 10:32AM EDT,286.0,8.18,6.64,6.82,0.0,-,1,311,33.57%,2021-12-17,P,6.73
62,SPY211217P00287000,2021-03-09 12:26PM EDT,287.0,7.28,6.74,6.92,0.0,-,5,352,33.45%,2021-12-17,P,6.83
63,SPY211217P00288000,2021-01-28 3:11PM EDT,288.0,11.09,9.87,10.24,0.0,-,1,387,37.94%,2021-12-17,P,10.055
64,SPY211217P00289000,2021-03-04 4:51PM EDT,289.0,10.09,6.95,7.13,0.0,-,4,281,33.23%,2021-12-17,P,7.04
65,SPY211217P00290000,2021-03-12 11:33AM EDT,290.0,7.34,7.06,7.23,0.09,+1.24%,3,4122,33.11%,2021-12-17,P,7.145
66,SPY211217P00291000,2021-03-02 3:25PM EDT,291.0,8.72,7.16,7.34,0.0,-,5,494,33.01%,2021-12-17,P,7.25
67,SPY211217P00292000,2021-03-02 3:25PM EDT,292.0,8.84,7.27,7.45,0.0,-,5,481,32.90%,2021-12-17,P,7.359999999999999
68,SPY211217P00293000,2021-03-02 3:25PM EDT,293.0,8.98,7.39,7.56,0.0,-,5,422,32.79%,2021-12-17,P,7.475
69,SPY211217P00294000,2021-03-04 12:05PM EDT,294.0,8.0,7.5,7.68,-1.7,-17.53%,10,333,32.69%,2021-12-17,P,7.59
70,SPY211217P00295000,2021-03-10 4:18PM EDT,295.0,7.77,7.61,7.79,0.0,-,1,1987,32.58%,2021-12-17,P,7.7
71,SPY211217P00296000,2021-03-04 4:29PM EDT,296.0,11.5,7.73,7.9,0.0,-,1,349,32.46%,2021-12-17,P,7.815
72,SPY211217P00297000,2021-02-26 12:45PM EDT,297.0,10.96,7.84,8.02,0.0,-,1,890,32.36%,2021-12-17,P,7.93
73,SPY211217P00298000,2021-03-11 11:49AM EDT,298.0,8.3,7.96,8.14,0.0,-,2,284,32.25%,2021-12-17,P,8.05
74,SPY211217P00299000,2021-02-26 11:43AM EDT,299.0,11.77,8.08,8.26,0.0,-,9,558,32.14%,2021-12-17,P,8.17
75,SPY211217P00300000,2021-03-12 4:58PM EDT,300.0,8.3,8.2,8.39,-0.1,-1.19%,14,10891,32.04%,2021-12-17,P,8.295
76,SPY211217P00301000,2021-03-11 2:20PM EDT,301.0,8.51,8.33,8.51,0.0,-,4,112,31.93%,2021-12-17,P,8.42
77,SPY211217P00302000,2021-01-15 3:55PM EDT,302.0,12.47,10.46,10.68,0.0,-,8,116,34.44%,2021-12-17,P,10.57
78,SPY211217P00303000,2021-03-12 12:59PM EDT,303.0,9.11,8.58,8.76,-0.67,-6.85%,7,97,31.71%,2021-12-17,P,8.67
79,SPY211217P00304000,2021-03-03 10:45AM EDT,304.0,8.83,8.71,8.89,-2.29,-20.59%,3,785,31.61%,2021-12-17,P,8.8
80,SPY211217P00305000,2021-03-11 12:28PM EDT,305.0,8.97,8.84,9.02,-0.06,-0.66%,13,6997,31.50%,2021-12-17,P,8.93
81,SPY211217P00306000,2021-02-02 12:28PM EDT,306.0,13.23,12.75,13.04,0.0,-,2,89,36.09%,2021-12-17,P,12.895
82,SPY211217P00307000,2021-03-02 3:09PM EDT,307.0,10.99,9.1,9.29,0.0,-,3,156,31.29%,2021-12-17,P,9.195
83,SPY211217P00308000,2021-03-05 12:44PM EDT,308.0,13.55,9.24,9.42,0.0,-,1,150,31.18%,2021-12-17,P,9.33
84,SPY211217P00309000,2021-03-09 10:50AM EDT,309.0,10.68,9.38,9.56,0.0,-,3,405,31.08%,2021-12-17,P,9.47
85,SPY211217P00310000,2021-03-12 2:49PM EDT,310.0,9.79,9.51,9.7,0.12,+1.24%,252,13904,30.97%,2021-12-17,P,9.605
86,SPY211217P00311000,2021-02-19 10:31AM EDT,311.0,12.51,9.64,9.84,0.0,-,2,1163,30.87%,2021-12-17,P,9.74
87,SPY211217P00312000,2021-02-18 12:15PM EDT,312.0,13.07,9.8,9.98,0.0,-,34,144,30.76%,2021-12-17,P,9.89
88,SPY211217P00313000,2021-03-09 11:26AM EDT,313.0,10.99,9.94,10.13,0.0,-,25,949,30.66%,2021-12-17,P,10.035
89,SPY211217P00314000,2021-02-10 1:34PM EDT,314.0,13.41,10.09,10.28,0.0,-,5,182,30.55%,2021-12-17,P,10.184999999999999
90,SPY211217P00315000,2021-03-12 11:57AM EDT,315.0,10.42,10.24,10.43,0.12,+1.17%,11,698,30.45%,2021-12-17,P,10.335
91,SPY211217P00316000,2021-02-23 4:16PM EDT,316.0,13.46,10.39,10.58,0.0,-,6,1632,30.35%,2021-12-17,P,10.485
92,SPY211217P00317000,2021-02-24 11:00AM EDT,317.0,14.03,10.54,10.73,0.0,-,2,168,30.24%,2021-12-17,P,10.635
93,SPY211217P00318000,2021-02-25 4:53PM EDT,318.0,15.33,10.7,10.89,0.0,-,5,909,30.14%,2021-12-17,P,10.795
94,SPY211217P00319000,2021-02-19 12:06PM EDT,319.0,11.82,10.85,11.05,0.0,-,1,434,30.04%,2021-12-17,P,10.95
95,SPY211217P00320000,2021-03-12 3:45PM EDT,320.0,11.38,11.01,11.21,0.14,+1.25%,517,13319,29.94%,2021-12-17,P,11.11
96,SPY211217P00321000,2021-02-10 3:54PM EDT,321.0,14.39,11.17,11.37,0.0,-,5,284,29.83%,2021-12-17,P,11.27
97,SPY211217P00322000,2021-02-23 2:25PM EDT,322.0,15.53,11.34,11.53,0.0,-,6,149,29.72%,2021-12-17,P,11.434999999999999
98,SPY211217P00323000,2021-03-04 12:25PM EDT,323.0,12.18,11.5,11.7,-2.69,-18.09%,1,480,29.62%,2021-12-17,P,11.6
99,SPY211217P00324000,2021-03-09 2:55PM EDT,324.0,12.44,11.67,11.87,0.0,-,2,99,29.52%,2021-12-17,P,11.77
100,SPY211217P00325000,2021-03-12 2:49PM EDT,325.0,12.18,11.82,12.04,-0.04,-0.33%,250,8425,29.42%,2021-12-17,P,11.93
101,SPY211217P00326000,2021-03-11 2:50PM EDT,326.0,12.24,12.0,12.21,0.0,-,2,48,29.31%,2021-12-17,P,12.105
102,SPY211217P00327000,2021-03-04 3:01PM EDT,327.0,18.45,12.17,12.38,0.0,-,10,237,29.21%,2021-12-17,P,12.275
103,SPY211217P00328000,2021-02-19 11:50AM EDT,328.0,15.39,12.34,12.56,0.0,-,19,462,29.11%,2021-12-17,P,12.45
104,SPY211217P00329000,2021-02-24 10:40AM EDT,329.0,16.41,12.52,12.74,0.0,-,3,320,29.01%,2021-12-17,P,12.629999999999999
105,SPY211217P00330000,2021-03-12 11:51AM EDT,330.0,13.48,12.7,12.92,0.57,+4.42%,2,10556,28.90%,2021-12-17,P,12.809999999999999
106,SPY211217P00331000,2021-03-02 10:35AM EDT,331.0,15.02,12.88,13.1,0.0,-,1,281,28.80%,2021-12-17,P,12.99
107,SPY211217P00332000,2021-03-04 2:03PM EDT,332.0,18.1,13.06,13.28,0.0,-,3,407,28.69%,2021-12-17,P,13.17
108,SPY211217P00333000,2021-02-23 11:03AM EDT,333.0,18.55,13.25,13.47,0.0,-,4,1187,28.59%,2021-12-17,P,13.36
109,SPY211217P00334000,2021-03-10 4:18PM EDT,334.0,14.61,13.44,13.66,0.0,-,20,143,28.48%,2021-12-17,P,13.55
110,SPY211217P00335000,2021-03-12 11:32AM EDT,335.0,14.56,13.63,13.85,0.73,+5.28%,1,4395,28.38%,2021-12-17,P,13.74
111,SPY211217P00336000,2021-01-15 11:35AM EDT,336.0,20.0,17.02,17.24,0.0,-,10,253,31.34%,2021-12-17,P,17.13
112,SPY211217P00337000,2021-03-04 12:25PM EDT,337.0,17.97,14.03,14.25,0.0,-,5,83,28.18%,2021-12-17,P,14.14
113,SPY211217P00338000,2021-03-04 12:26PM EDT,338.0,14.36,14.23,14.44,0.0,-,1,1483,28.07%,2021-12-17,P,14.335
114,SPY211217P00339000,2021-03-05 4:23PM EDT,339.0,17.5,14.44,14.65,0.0,-,4,477,27.97%,2021-12-17,P,14.545
115,SPY211217P00340000,2021-03-12 3:58PM EDT,340.0,14.96,14.64,14.85,-0.24,-1.58%,3,2890,27.87%,2021-12-17,P,14.745000000000001
116,SPY211217P00341000,2021-03-04 4:51PM EDT,341.0,20.42,14.85,15.06,0.0,-,4,263,27.77%,2021-12-17,P,14.955
117,SPY211217P00342000,2021-03-10 4:56PM EDT,342.0,16.45,15.04,15.27,0.0,-,24,243,27.66%,2021-12-17,P,15.155
118,SPY211217P00343000,2021-03-08 3:11PM EDT,343.0,17.72,15.25,15.48,0.0,-,32,84,27.56%,2021-12-17,P,15.365
119,SPY211217P00344000,2021-03-01 3:19PM EDT,344.0,17.84,15.46,15.7,0.0,-,2,128,27.46%,2021-12-17,P,15.58
120,SPY211217P00345000,2021-03-12 12:00PM EDT,345.0,16.55,15.67,15.91,0.21,+1.29%,37,1106,27.35%,2021-12-17,P,15.79
121,SPY211217P00346000,2021-01-27 4:14PM EDT,346.0,25.61,21.58,22.16,0.0,-,4,563,32.60%,2021-12-17,P,21.869999999999997
122,SPY211217P00347000,2021-03-12 11:51AM EDT,347.0,16.93,16.11,16.35,0.63,+3.87%,25,607,27.14%,2021-12-17,P,16.23
123,SPY211217P00348000,2021-02-19 3:57PM EDT,348.0,20.12,16.33,16.58,0.0,-,31,349,27.04%,2021-12-17,P,16.455
124,SPY211217P00349000,2021-03-12 1:00PM EDT,349.0,17.38,16.56,16.8,-6.61,-27.55%,10,116,26.93%,2021-12-17,P,16.68
125,SPY211217P00350000,2021-03-12 1:34PM EDT,350.0,17.23,16.79,17.03,0.13,+0.76%,3,23476,26.83%,2021-12-17,P,16.91
126,SPY211217P00351000,2021-03-04 2:43PM EDT,351.0,18.45,17.01,17.25,0.0,-,10,90,26.71%,2021-12-17,P,17.130000000000003
127,SPY211217P00352000,2021-03-04 12:26PM EDT,352.0,21.96,17.24,17.48,0.0,-,6,80,26.61%,2021-12-17,P,17.36
128,SPY211217P00353000,2021-03-11 11:07AM EDT,353.0,18.1,17.48,17.73,0.0,-,105,227,26.51%,2021-12-17,P,17.605
129,SPY211217P00354000,2021-02-19 4:43PM EDT,354.0,21.43,17.73,17.97,0.0,-,4,52,26.41%,2021-12-17,P,17.85
130,SPY211217P00355000,2021-03-04 3:24PM EDT,355.0,18.69,17.97,18.21,-6.43,-25.60%,1,1067,26.30%,2021-12-17,P,18.09
131,SPY211217P00356000,2021-03-11 10:42AM EDT,356.0,19.14,18.22,18.46,0.0,-,8,4880,26.20%,2021-12-17,P,18.34
132,SPY211217P00357000,2021-03-04 3:02PM EDT,357.0,27.22,18.46,18.7,0.0,-,1,221,26.08%,2021-12-17,P,18.58
133,SPY211217P00358000,2021-03-04 5:00PM EDT,358.0,25.88,18.71,18.95,0.0,-,12,302,25.98%,2021-12-17,P,18.83
134,SPY211217P00359000,2021-03-09 12:34PM EDT,359.0,20.69,18.97,19.19,0.0,-,4,2564,25.86%,2021-12-17,P,19.08
135,SPY211217P00360000,2021-03-11 4:11PM EDT,360.0,19.5,19.22,19.47,0.0,-,140,5420,25.77%,2021-12-17,P,19.345
136,SPY211217P00361000,2021-02-25 2:39PM EDT,361.0,25.0,19.46,19.73,0.0,-,8,1385,25.67%,2021-12-17,P,19.595
137,SPY211217P00362000,2021-03-04 1:21PM EDT,362.0,24.89,19.73,19.99,0.0,-,10,34,25.56%,2021-12-17,P,19.86
138,SPY211217P00363000,2021-02-24 2:30PM EDT,363.0,22.9,19.99,20.26,0.0,-,1,269,25.45%,2021-12-17,P,20.125
139,SPY211217P00364000,2021-03-01 12:52PM EDT,364.0,23.01,20.28,20.53,0.0,-,1,10,25.35%,2021-12-17,P,20.405
140,SPY211217P00365000,2021-03-08 5:10PM EDT,365.0,24.79,20.56,20.81,0.0,-,1,4303,25.25%,2021-12-17,P,20.685
141,SPY211217P00366000,2021-03-05 12:55PM EDT,366.0,29.41,20.83,21.09,0.0,-,23,69,25.14%,2021-12-17,P,20.96
142,SPY211217P00367000,2021-03-05 1:04PM EDT,367.0,28.81,21.11,21.37,0.0,-,67,161,25.04%,2021-12-17,P,21.240000000000002
143,SPY211217P00368000,2021-03-05 4:17PM EDT,368.0,25.6,21.39,21.65,0.0,-,48,126,24.93%,2021-12-17,P,21.52
144,SPY211217P00369000,2021-03-05 12:58PM EDT,369.0,22.71,21.68,21.92,-7.08,-23.77%,3,194,24.81%,2021-12-17,P,21.8
145,SPY211217P00370000,2021-03-11 3:09PM EDT,370.0,21.95,21.97,22.23,0.0,-,10,4079,24.72%,2021-12-17,P,22.1
146,SPY211217P00371000,2021-03-05 1:04PM EDT,371.0,30.25,22.26,22.51,0.0,-,22,409,24.60%,2021-12-17,P,22.385
147,SPY211217P00372000,2021-03-05 2:02PM EDT,372.0,29.49,22.53,22.81,0.0,-,24,1394,24.49%,2021-12-17,P,22.67
148,SPY211217P00373000,2021-03-05 1:04PM EDT,373.0,31.06,22.85,23.12,0.0,-,11,70,24.39%,2021-12-17,P,22.985
149,SPY211217P00374000,2021-03-05 1:04PM EDT,374.0,31.43,23.13,23.43,0.0,-,13,324,24.29%,2021-12-17,P,23.28
150,SPY211217P00375000,2021-03-12 4:29PM EDT,375.0,23.9,23.43,23.73,-1.32,-5.23%,254,1054,24.18%,2021-12-17,P,23.58
151,SPY211217P00376000,2021-03-11 4:49PM EDT,376.0,24.15,23.74,24.04,0.0,-,10,144,24.07%,2021-12-17,P,23.89
152,SPY211217P00377000,2021-03-11 12:43PM EDT,377.0,24.1,24.08,24.35,0.0,-,300,1058,23.96%,2021-12-17,P,24.215
153,SPY211217P00378000,2021-03-09 12:56PM EDT,378.0,24.93,24.37,24.66,0.0,-,1,61,23.84%,2021-12-17,P,24.515
154,SPY211217P00379000,2021-03-12 1:06PM EDT,379.0,25.76,24.69,24.98,0.76,+3.04%,1,80,23.73%,2021-12-17,P,24.835
155,SPY211217P00380000,2021-03-11 2:59PM EDT,380.0,25.2,25.04,25.32,0.0,-,21,4601,23.64%,2021-12-17,P,25.18
156,SPY211217P00381000,2021-03-05 4:10PM EDT,381.0,26.13,25.35,25.64,0.0,-,1,333,23.52%,2021-12-17,P,25.495
157,SPY211217P00382000,2021-03-04 10:49AM EDT,382.0,32.65,25.71,25.98,0.0,-,1,143,23.42%,2021-12-17,P,25.845
158,SPY211217P00383000,2021-03-08 10:30AM EDT,383.0,30.53,26.05,26.32,0.0,-,9,78,23.31%,2021-12-17,P,26.185000000000002
159,SPY211217P00384000,2021-03-12 1:06PM EDT,384.0,27.46,26.39,26.67,-0.54,-1.93%,1,121,23.21%,2021-12-17,P,26.53
160,SPY211217P00385000,2021-03-10 5:12PM EDT,385.0,27.2,26.74,27.02,0.0,-,3,1528,23.10%,2021-12-17,P,26.88
161,SPY211217P00386000,2021-03-09 10:30AM EDT,386.0,30.93,27.1,27.38,0.0,-,5,50,23.00%,2021-12-17,P,27.240000000000002
162,SPY211217P00387000,2021-03-09 1:54PM EDT,387.0,29.6,27.45,27.74,0.0,-,350,940,22.89%,2021-12-17,P,27.595
163,SPY211217P00388000,2021-03-12 4:16PM EDT,388.0,28.4,27.82,28.11,0.44,+1.57%,300,15,22.79%,2021-12-17,P,27.965
164,SPY211217P00389000,2021-03-11 4:01PM EDT,389.0,28.45,28.19,28.48,0.0,-,6,412,22.69%,2021-12-17,P,28.335
165,SPY211217P00390000,2021-03-12 4:55PM EDT,390.0,29.0,28.56,28.86,0.0,-,6,2400,22.59%,2021-12-17,P,28.71
166,SPY211217P00391000,2021-03-12 3:43PM EDT,391.0,29.63,28.94,29.24,0.48,+1.65%,400,31,22.48%,2021-12-17,P,29.09
167,SPY211217P00392000,2021-03-12 3:33PM EDT,392.0,30.18,29.32,29.63,-0.21,-0.69%,302,62,22.39%,2021-12-17,P,29.475
168,SPY211217P00393000,2021-03-12 3:32PM EDT,393.0,30.49,29.71,30.02,0.81,+2.73%,10,306,22.28%,2021-12-17,P,29.865000000000002
169,SPY211217P00394000,2021-03-12 2:49PM EDT,394.0,30.84,30.08,30.42,-11.72,-27.54%,300,5,22.18%,2021-12-17,P,30.25
170,SPY211217P00395000,2021-03-12 5:01PM EDT,395.0,30.65,30.48,30.83,-0.35,-1.13%,20,6513,22.09%,2021-12-17,P,30.655
171,SPY211217P00398000,2021-03-11 4:06PM EDT,398.0,33.27,31.72,32.09,1.07,+3.32%,1,2,21.80%,2021-12-17,P,31.905
172,SPY211217P00399000,2021-02-19 11:50AM EDT,399.0,36.21,32.15,32.53,0.0,-,1,11,21.71%,2021-12-17,P,32.34
173,SPY211217P00400000,2021-03-11 5:12PM EDT,400.0,34.14,32.59,32.97,1.04,+3.14%,1,20086,21.62%,2021-12-17,P,32.78
174,SPY211217P00401000,2020-12-16 4:33PM EDT,401.0,47.64,44.6,45.38,0.0,-,-,0,30.24%,2021-12-17,P,44.99
175,SPY211217P00405000,2021-03-11 5:13PM EDT,405.0,35.08,34.87,35.29,-0.32,-0.90%,2,45,21.19%,2021-12-17,P,35.08
176,SPY211217P00410000,2021-02-26 4:16PM EDT,410.0,44.77,37.36,37.6,0.0,-,6,50,20.66%,2021-12-17,P,37.480000000000004
177,SPY211217P00415000,2021-02-16 12:58PM EDT,415.0,44.1,40.05,40.54,0.0,-,5,10,20.48%,2021-12-17,P,40.295
178,SPY211217P00420000,2021-03-10 4:59PM EDT,420.0,46.07,42.96,43.49,0.0,-,2,59,20.22%,2021-12-17,P,43.225
179,SPY211217P00425000,2021-03-04 11:33AM EDT,425.0,46.94,46.07,46.65,1.06,+2.31%,1,94,20.01%,2021-12-17,P,46.36
180,SPY211217P00430000,2021-03-04 10:31AM EDT,430.0,58.96,49.32,50.21,0.0,-,10,15,20.02%,2021-12-17,P,49.765
181,SPY211217P00435000,2021-03-04 1:21PM EDT,435.0,63.38,52.84,53.82,0.0,-,3,10,19.98%,2021-12-17,P,53.33
182,SPY211217P00440000,2021-03-05 2:32PM EDT,440.0,58.22,56.55,57.61,-10.13,-14.82%,1,49,20.00%,2021-12-17,P,57.08
183,SPY211217P00445000,2021-03-09 3:52PM EDT,445.0,65.0,60.43,61.58,0.0,-,1,10,20.09%,2021-12-17,P,61.004999999999995
184,SPY211217P00450000,2021-02-18 10:31AM EDT,450.0,70.47,64.46,65.7,0.0,-,2,4315,20.23%,2021-12-17,P,65.08
185,SPY211217P00455000,2020-08-31 2:34PM EDT,455.0,112.56,123.71,125.94,0.0,-,4,3,62.41%,2021-12-17,P,124.82499999999999
186,SPY211217P00460000,2021-03-02 12:10PM EDT,460.0,79.0,72.89,74.3,0.0,-,1,0,20.67%,2021-12-17,P,73.595
187,SPY211217P00465000,2021-02-08 3:09PM EDT,465.0,82.99,80.64,82.11,0.0,-,2,500,24.16%,2021-12-17,P,81.375
188,SPY211217P00470000,2021-02-26 1:27PM EDT,470.0,90.75,81.8,83.28,0.0,-,1,128,21.25%,2021-12-17,P,82.53999999999999
189,SPY211217P00475000,2021-03-08 2:14PM EDT,475.0,93.6,86.37,87.87,0.0,-,100,50,21.58%,2021-12-17,P,87.12
190,SPY211217P00480000,2021-02-08 1:25PM EDT,480.0,96.59,94.52,96.05,0.0,-,2,3,25.62%,2021-12-17,P,95.285
191,SPY211217P00485000,2021-02-08 5:03PM EDT,485.0,100.31,99.24,100.8,0.0,-,-,0,26.15%,2021-12-17,P,100.02
192,SPY211217P00490000,2021-02-16 12:18PM EDT,490.0,102.72,100.38,101.98,0.0,-,3,0,22.74%,2021-12-17,P,101.18
193,SPY211217P00495000,2021-02-12 3:18PM EDT,495.0,109.42,105.16,106.76,0.0,-,2,0,23.16%,2021-12-17,P,105.96000000000001
194,SPY211217P00500000,2021-03-04 3:48PM EDT,500.0,126.75,109.97,111.57,0.0,-,50,58,23.59%,2021-12-17,P,110.77
195,SPY211217P00505000,2021-02-12 4:43PM EDT,505.0,117.75,114.78,116.41,0.0,-,2,5,24.03%,2021-12-17,P,115.595
196,SPY211217P00510000,2021-02-11 4:05PM EDT,510.0,124.84,119.6,121.27,0.0,-,2,2,24.49%,2021-12-17,P,120.435
197,SPY211217P00515000,2021-02-10 3:14PM EDT,515.0,129.55,124.52,126.15,0.0,-,2,0,24.95%,2021-12-17,P,125.33500000000001
198,SPY211217P00520000,2021-02-11 4:07PM EDT,520.0,134.42,129.41,131.04,0.0,-,2,0,25.41%,2021-12-17,P,130.225
199,SPY211217P00525000,2021-02-12 4:29PM EDT,525.0,137.87,134.29,135.95,0.0,-,4,0,25.88%,2021-12-17,P,135.12
200,SPY211217P00540000,2020-12-29 3:03PM EDT,540.0,171.87,164.76,167.95,0.0,-,1,2,45.40%,2021-12-17,P,166.355
201,SPY211217P00550000,2020-12-29 3:03PM EDT,550.0,181.72,174.65,177.84,0.0,-,1,2,46.68%,2021-12-17,P,176.245
202,SPY211217P00555000,2020-12-18 2:13PM EDT,555.0,189.23,182.76,184.95,0.0,-,-,1,49.19%,2021-12-17,P,183.855
203,SPY211217P00570000,2021-03-11 4:30PM EDT,570.0,179.4,178.73,180.45,0.0,-,1,2,30.06%,2021-12-17,P,179.58999999999997
0,SPY220121C00115000,2020-11-03 11:53AM EDT,115.0,222.27,253.3,254.94,0.0,-,2,8,0.00%,2022-01-21,C,254.12
1,SPY220121C00120000,2020-12-30 11:06AM EDT,120.0,252.5,248.32,251.99,0.0,-,2,2,0.00%,2022-01-21,C,250.155
2,SPY220121C00125000,2020-07-09 8:16PM EDT,125.0,159.0,0.0,0.0,0.0,-,1,1,0.00%,2022-01-21,C,0.0
3,SPY220121C00130000,2020-12-15 3:27PM EDT,130.0,239.37,247.71,250.02,0.0,-,1,1,0.00%,2022-01-21,C,248.865
4,SPY220121C00140000,2021-03-05 1:31PM EDT,140.0,238.42,253.18,255.18,0.0,-,1,0,57.15%,2022-01-21,C,254.18
5,SPY220121C00145000,2021-03-05 1:31PM EDT,145.0,233.22,248.19,250.18,0.0,-,2,0,55.35%,2022-01-21,C,249.185
6,SPY220121C00150000,2021-03-05 1:31PM EDT,150.0,228.12,243.2,245.19,0.0,-,1,52,53.69%,2022-01-21,C,244.195
7,SPY220121C00155000,2021-03-02 4:19PM EDT,155.0,233.33,238.2,240.17,0.0,-,1,10,51.86%,2022-01-21,C,239.185
8,SPY220121C00160000,2020-12-17 3:28PM EDT,160.0,212.02,213.77,216.15,0.0,-,2,5,0.00%,2022-01-21,C,214.96
9,SPY220121C00165000,2021-01-05 12:35PM EDT,165.0,204.8,222.11,224.49,0.0,-,1,1,0.00%,2022-01-21,C,223.3
10,SPY220121C00170000,2021-01-19 12:46PM EDT,170.0,208.0,219.85,222.04,0.0,-,2,17,0.00%,2022-01-21,C,220.945
11,SPY220121C00175000,2020-12-17 2:56PM EDT,175.0,197.03,199.06,201.29,0.0,-,-,1,0.00%,2022-01-21,C,200.175
12,SPY220121C00180000,2021-03-09 1:57PM EDT,180.0,209.94,213.18,215.18,0.0,-,3,36,44.28%,2022-01-21,C,214.18
13,SPY220121C00185000,2020-12-17 2:56PM EDT,185.0,187.0,189.22,191.43,0.0,-,2,10,0.00%,2022-01-21,C,190.325
14,SPY220121C00190000,2021-03-03 2:51PM EDT,190.0,194.76,203.23,205.19,0.0,-,1,12,41.57%,2022-01-21,C,204.20999999999998
15,SPY220121C00195000,2021-03-03 2:51PM EDT,195.0,189.89,198.26,200.22,0.0,-,1,54,40.41%,2022-01-21,C,199.24
16,SPY220121C00200000,2021-03-12 4:07PM EDT,200.0,193.12,193.29,195.27,-1.38,-0.71%,3,279,39.39%,2022-01-21,C,194.28
17,SPY220121C00205000,2021-02-09 4:52PM EDT,205.0,186.41,187.72,189.66,0.0,-,2,8,34.18%,2022-01-21,C,188.69
18,SPY220121C00210000,2021-02-08 10:33AM EDT,210.0,180.0,178.87,180.94,0.0,-,1,91,0.00%,2022-01-21,C,179.905
19,SPY220121C00215000,2021-02-12 4:11PM EDT,215.0,177.06,178.52,180.4,0.0,-,3,31,36.28%,2022-01-21,C,179.46
20,SPY220121C00220000,2021-03-09 11:35AM EDT,220.0,173.78,173.69,175.5,0.0,-,3,641,35.52%,2022-01-21,C,174.595
21,SPY220121C00225000,2021-03-11 3:25PM EDT,225.0,170.6,168.83,170.62,0.0,-,2,147,34.83%,2022-01-21,C,169.72500000000002
22,SPY220121C00230000,2021-03-04 3:21PM EDT,230.0,146.96,164.03,165.77,0.0,-,3,119,34.23%,2022-01-21,C,164.9
23,SPY220121C00235000,2021-03-11 3:25PM EDT,235.0,161.21,159.21,160.94,0.0,-,1,116,33.67%,2022-01-21,C,160.075
24,SPY220121C00240000,2021-03-09 11:51AM EDT,240.0,149.84,154.44,156.14,0.0,-,8,350,33.17%,2022-01-21,C,155.29
25,SPY220121C00245000,2021-03-05 12:13PM EDT,245.0,132.32,149.67,151.36,0.0,-,1,354,32.67%,2022-01-21,C,150.515
26,SPY220121C00250000,2021-03-10 1:11PM EDT,250.0,141.99,144.9,146.61,0.0,-,3,4763,32.22%,2022-01-21,C,145.755
27,SPY220121C00255000,2021-02-24 4:56PM EDT,255.0,139.0,140.21,141.88,0.0,-,1,2578,31.76%,2022-01-21,C,141.04500000000002
28,SPY220121C00260000,2021-02-22 2:06PM EDT,260.0,131.81,135.47,137.18,0.0,-,7,411,31.32%,2022-01-21,C,136.325
29,SPY220121C00265000,2021-03-09 10:47AM EDT,265.0,124.94,130.83,132.5,0.0,-,1,661,30.87%,2022-01-21,C,131.66500000000002
30,SPY220121C00270000,2021-03-11 12:26PM EDT,270.0,127.67,126.23,127.86,0.0,-,1,1499,30.45%,2022-01-21,C,127.045
31,SPY220121C00275000,2021-03-11 12:13PM EDT,275.0,123.05,121.67,123.24,0.0,-,5,1566,30.02%,2022-01-21,C,122.455
32,SPY220121C00280000,2021-03-10 1:06PM EDT,280.0,114.13,117.13,118.66,0.0,-,14,1519,29.60%,2022-01-21,C,117.895
33,SPY220121C00285000,2021-03-09 4:55PM EDT,285.0,107.89,112.63,114.12,0.0,-,77,472,29.19%,2022-01-21,C,113.375
34,SPY220121C00290000,2021-03-10 4:33PM EDT,290.0,108.03,108.17,109.61,3.53,+3.38%,2,1715,28.78%,2022-01-21,C,108.89
35,SPY220121C00295000,2021-03-08 4:12PM EDT,295.0,94.86,103.75,105.14,0.0,-,6,521,28.36%,2022-01-21,C,104.445
36,SPY220121C00300000,2021-03-11 12:13PM EDT,300.0,98.13,99.37,100.72,-2.62,-2.60%,1,1968,27.96%,2022-01-21,C,100.045
37,SPY220121C00305000,2021-03-11 12:34PM EDT,305.0,96.34,95.04,96.34,0.0,-,1,485,27.56%,2022-01-21,C,95.69
38,SPY220121C00310000,2021-03-12 1:21PM EDT,310.0,90.6,90.75,92.0,-1.37,-1.49%,4,1018,27.14%,2022-01-21,C,91.375
